magaza,gun,kapali_gun,smape_test,kapsama,kapali_oran
285,28,4,8.119193077087402,79.16666666666666,0.143
286,28,4,19.269996643066406,37.5,0.143
287,28,4,6.719027996063232,75.0,0.143
288,28,4,11.66488265991211,62.5,0.143
289,28,4,7.657628536224365,79.16666666666666,0.143
290,28,4,8.22521686553955,75.0,0.143
291,28,4,5.432093143463135,100.0,0.143
292,28,22,74.0350341796875,16.666666666666664,0.786
293,28,4,5.087567329406738,91.66666666666666,0.143
294,28,4,6.937732696533203,75.0,0.143
295,28,4,9.673308372497559,70.83333333333334,0.143
296,28,4,6.727400302886963,79.16666666666666,0.143
297,28,4,6.492494583129883,83.33333333333334,0.143
298,28,4,6.822031021118164,83.33333333333334,0.143
299,28,0,15.169601440429688,71.42857142857143,0.0
300,28,4,8.472827911376953,66.66666666666666,0.143
301,28,4,5.882254123687744,75.0,0.143
302,28,4,9.709379196166992,79.16666666666666,0.143
303,28,4,7.468194007873535,83.33333333333334,0.143
304,28,4,9.710331916809082,58.333333333333336,0.143
305,28,4,7.227643013000488,91.66666666666666,0.143
306,28,4,8.650580406188965,75.0,0.143
307,28,4,8.612725257873535,83.33333333333334,0.143
308,28,4,8.0835542678833,75.0,0.143
309,28,4,5.187823295593262,91.66666666666666,0.143
310,28,0,10.964818000793457,89.28571428571429,0.0
311,28,4,5.448866844177246,83.33333333333334,0.143
312,28,4,7.124659538269043,79.16666666666666,0.143
313,28,4,7.642821311950684,87.5,0.143
314,28,4,6.853107452392578,87.5,0.143
315,28,4,7.097391128540039,83.33333333333334,0.143
316,28,4,5.578291893005371,87.5,0.143
317,28,4,7.895163536071777,70.83333333333334,0.143
318,28,4,9.48474407196045,75.0,0.143
319,28,4,6.90618371963501,79.16666666666666,0.143
320,28,4,9.747064590454102,66.66666666666666,0.143
321,28,4,6.452816009521484,91.66666666666666,0.143
322,28,4,7.786007881164551,91.66666666666666,0.143
323,28,4,7.177126407623291,79.16666666666666,0.143
324,28,4,12.920413970947266,70.83333333333334,0.143
325,28,4,13.070265769958496,54.166666666666664,0.143
326,28,4,7.111992835998535,87.5,0.143
327,28,4,9.125236511230469,62.5,0.143
328,28,4,6.325806140899658,83.33333333333334,0.143
329,28,4,6.447913646697998,87.5,0.143
330,28,4,9.8685302734375,75.0,0.143
331,28,4,7.196408271789551,83.33333333333334,0.143
332,28,4,7.194242000579834,79.16666666666666,0.143
333,28,4,7.197719573974609,70.83333333333334,0.143
334,28,4,9.040462493896484,54.166666666666664,0.143
335,28,0,6.276840686798096,89.28571428571429,0.0
336,28,4,5.435867786407471,87.5,0.143
337,28,4,8.602861404418945,83.33333333333334,0.143
338,28,4,6.124710559844971,79.16666666666666,0.143
339,28,4,7.67144250869751,83.33333333333334,0.143
340,28,4,6.95853328704834,83.33333333333334,0.143
341,28,4,5.3177266120910645,95.83333333333334,0.143
342,28,4,6.554518699645996,83.33333333333334,0.143
343,28,4,7.044878005981445,83.33333333333334,0.143
344,28,4,10.703024864196777,58.333333333333336,0.143
345,28,4,11.123880386352539,54.166666666666664,0.143
346,28,4,4.184248924255371,95.83333333333334,0.143
347,28,4,6.405026435852051,87.5,0.143
348,28,4,8.033106803894043,79.16666666666666,0.143
349,28,4,4.638744354248047,87.5,0.143
350,28,4,4.866311073303223,95.83333333333334,0.143
351,28,4,6.787594318389893,75.0,0.143
352,28,4,5.011698246002197,95.83333333333334,0.143
353,28,0,7.8614301681518555,92.85714285714286,0.0
354,28,4,8.368277549743652,79.16666666666666,0.143
355,28,4,6.256617069244385,83.33333333333334,0.143
356,28,4,8.641633033752441,75.0,0.143
357,28,4,8.440829277038574,66.66666666666666,0.143
358,28,4,5.467011451721191,87.5,0.143
359,28,4,7.126540184020996,70.83333333333334,0.143
360,28,4,6.114303112030029,83.33333333333334,0.143
361,28,4,8.184553146362305,75.0,0.143
362,28,4,5.741615295410156,83.33333333333334,0.143
363,28,4,8.174379348754883,83.33333333333334,0.143
364,28,4,7.205167293548584,100.0,0.143
365,28,4,8.377042770385742,91.66666666666666,0.143
366,28,4,5.2068963050842285,95.83333333333334,0.143
367,28,4,6.774552345275879,83.33333333333334,0.143
368,28,4,9.284528732299805,83.33333333333334,0.143
369,28,4,6.777290344238281,75.0,0.143
370,28,4,7.361642360687256,91.66666666666666,0.143
371,28,4,5.654414176940918,91.66666666666666,0.143
372,28,4,5.916988849639893,91.66666666666666,0.143
373,28,4,8.001730918884277,79.16666666666666,0.143
374,28,4,5.797520637512207,87.5,0.143
375,28,4,6.265748500823975,87.5,0.143
376,28,4,5.965395450592041,91.66666666666666,0.143
377,28,4,9.31196403503418,79.16666666666666,0.143
378,28,4,9.143194198608398,75.0,0.143
379,28,4,8.346596717834473,70.83333333333334,0.143
380,28,4,8.059980392456055,75.0,0.143
381,28,4,3.8986098766326904,100.0,0.143
382,28,4,6.8641862869262695,75.0,0.143
383,28,4,6.6857428550720215,70.83333333333334,0.143
384,28,4,7.750507354736328,75.0,0.143
385,28,4,6.009537220001221,100.0,0.143
386,28,4,5.805055618286133,95.83333333333334,0.143
387,28,4,11.100194931030273,54.166666666666664,0.143
388,28,4,5.797722816467285,83.33333333333334,0.143
389,28,4,6.46954345703125,79.16666666666666,0.143
390,28,4,6.313774585723877,83.33333333333334,0.143
391,28,4,10.578972816467285,66.66666666666666,0.143
392,28,4,8.717178344726562,75.0,0.143
393,28,4,8.973249435424805,79.16666666666666,0.143
394,28,4,6.316034317016602,75.0,0.143
395,28,4,7.896670818328857,75.0,0.143
396,28,4,7.1799116134643555,87.5,0.143
397,28,4,8.501843452453613,83.33333333333334,0.143
398,28,4,8.226692199707031,79.16666666666666,0.143
399,28,4,6.809118270874023,75.0,0.143
400,28,4,7.267059326171875,79.16666666666666,0.143
401,28,4,7.376474857330322,87.5,0.143
402,28,4,9.599804878234863,75.0,0.143
403,28,4,5.041992664337158,91.66666666666666,0.143
404,28,4,6.149964332580566,91.66666666666666,0.143
405,28,4,8.18513298034668,83.33333333333334,0.143
406,28,4,8.72414493560791,75.0,0.143
407,28,4,9.339723587036133,75.0,0.143
408,28,4,9.231611251831055,79.16666666666666,0.143
409,28,4,9.360066413879395,70.83333333333334,0.143
410,28,4,7.054304122924805,75.0,0.143
411,28,4,8.002582550048828,75.0,0.143
412,28,4,9.214889526367188,83.33333333333334,0.143
413,28,4,8.140704154968262,70.83333333333334,0.143
414,28,4,7.640639781951904,79.16666666666666,0.143
415,28,4,9.100303649902344,70.83333333333334,0.143
416,28,4,4.898390293121338,91.66666666666666,0.143
417,28,4,10.333559036254883,58.333333333333336,0.143
418,28,4,7.688237190246582,91.66666666666666,0.143
419,28,4,7.826141834259033,79.16666666666666,0.143
420,28,4,9.253030776977539,75.0,0.143
421,28,4,12.828971862792969,79.16666666666666,0.143
422,28,4,7.676637172698975,70.83333333333334,0.143
423,28,0,7.836668968200684,92.85714285714286,0.0
424,28,4,7.970107555389404,75.0,0.143
425,28,4,10.606602668762207,62.5,0.143
426,28,4,5.191850662231445,87.5,0.143
427,28,4,14.395573616027832,54.166666666666664,0.143
428,28,4,8.080809593200684,75.0,0.143
429,28,4,6.069966793060303,83.33333333333334,0.143
430,28,4,6.847781181335449,75.0,0.143
431,28,4,4.390326023101807,91.66666666666666,0.143
432,28,4,9.401527404785156,58.333333333333336,0.143
433,28,0,13.261919975280762,67.85714285714286,0.0
434,28,4,7.668269634246826,79.16666666666666,0.143
435,28,4,8.13312816619873,79.16666666666666,0.143
436,28,4,5.733489513397217,87.5,0.143
437,28,4,14.40832805633545,66.66666666666666,0.143
438,28,4,7.247198581695557,91.66666666666666,0.143
439,28,4,6.673139572143555,83.33333333333334,0.143
440,28,4,7.253140926361084,79.16666666666666,0.143
441,28,4,7.545129776000977,87.5,0.143
442,28,4,8.80070686340332,87.5,0.143
443,28,4,8.257718086242676,66.66666666666666,0.143
444,28,4,7.944599628448486,95.83333333333334,0.143
445,28,4,9.604865074157715,70.83333333333334,0.143
446,28,4,8.317887306213379,83.33333333333334,0.143
447,28,4,6.3442888259887695,79.16666666666666,0.143
448,28,4,6.036541938781738,87.5,0.143
449,28,4,8.731951713562012,75.0,0.143
450,28,4,11.001956939697266,70.83333333333334,0.143
451,28,4,6.768438339233398,87.5,0.143
452,28,4,6.221395492553711,91.66666666666666,0.143
453,28,0,15.547652244567871,78.57142857142857,0.0
454,28,4,8.147587776184082,100.0,0.143
455,28,4,10.036155700683594,75.0,0.143
456,28,4,8.890172958374023,75.0,0.143
457,28,4,7.0257368087768555,79.16666666666666,0.143
458,28,4,10.913352966308594,70.83333333333334,0.143
459,28,4,6.799137592315674,79.16666666666666,0.143
460,28,4,9.90111255645752,75.0,0.143
461,28,4,9.651860237121582,75.0,0.143
462,28,4,10.131684303283691,70.83333333333334,0.143
463,28,4,8.745875358581543,75.0,0.143
464,28,4,6.094393253326416,100.0,0.143
465,28,4,8.000075340270996,75.0,0.143
466,28,4,8.80618953704834,66.66666666666666,0.143
467,28,4,9.135431289672852,75.0,0.143
468,28,4,13.286983489990234,79.16666666666666,0.143
469,28,4,4.742324352264404,95.83333333333334,0.143
470,28,4,7.764943599700928,83.33333333333334,0.143
471,28,4,7.409297466278076,70.83333333333334,0.143
472,28,4,7.288364410400391,70.83333333333334,0.143
473,28,4,8.628438949584961,83.33333333333334,0.143
474,28,4,8.001208305358887,75.0,0.143
475,28,4,7.904487133026123,70.83333333333334,0.143
476,28,4,5.8849310874938965,95.83333333333334,0.143
477,28,4,6.424857139587402,83.33333333333334,0.143
478,28,4,5.354011058807373,91.66666666666666,0.143
479,28,4,9.500191688537598,70.83333333333334,0.143
480,28,4,6.699366092681885,87.5,0.143
481,28,4,9.382674217224121,70.83333333333334,0.143
482,28,4,7.052525043487549,95.83333333333334,0.143
483,28,4,9.243064880371094,79.16666666666666,0.143
484,28,4,7.680363178253174,91.66666666666666,0.143
485,28,4,8.079901695251465,70.83333333333334,0.143
486,28,4,8.86380672454834,75.0,0.143
487,28,4,9.358874320983887,62.5,0.143
488,28,4,7.908973693847656,75.0,0.143
489,28,4,6.112016201019287,91.66666666666666,0.143
490,28,4,4.728009223937988,83.33333333333334,0.143
491,28,4,7.135563850402832,79.16666666666666,0.143
492,28,4,5.913010120391846,91.66666666666666,0.143
493,28,4,6.478455066680908,87.5,0.143
494,28,0,7.0035881996154785,85.71428571428571,0.0
495,28,4,7.228875160217285,79.16666666666666,0.143
496,28,4,6.49875020980835,87.5,0.143
497,28,4,6.5357794761657715,66.66666666666666,0.143
498,28,4,4.434179306030273,83.33333333333334,0.143
499,28,4,7.3433732986450195,79.16666666666666,0.143
500,28,4,10.023946762084961,58.333333333333336,0.143
501,28,4,10.685220718383789,70.83333333333334,0.143
502,28,4,7.76845121383667,70.83333333333334,0.143
503,28,4,8.495002746582031,87.5,0.143
504,28,4,8.727184295654297,75.0,0.143
505,28,4,8.915714263916016,62.5,0.143
506,28,4,8.312435150146484,66.66666666666666,0.143
507,28,4,5.820446968078613,91.66666666666666,0.143
508,28,4,8.345207214355469,79.16666666666666,0.143
509,28,4,6.723245143890381,83.33333333333334,0.143
510,28,4,6.015298366546631,87.5,0.143
511,28,4,8.478492736816406,45.83333333333333,0.143
512,28,0,11.965031623840332,71.42857142857143,0.0
513,28,4,6.199459552764893,87.5,0.143
514,28,4,9.3968505859375,66.66666666666666,0.143
515,28,4,6.193940162658691,87.5,0.143
516,28,4,11.036073684692383,79.16666666666666,0.143
517,28,4,8.430904388427734,83.33333333333334,0.143
518,28,4,13.141690254211426,54.166666666666664,0.143
519,28,4,8.346700668334961,66.66666666666666,0.143
520,28,4,10.519757270812988,62.5,0.143
521,28,4,8.73401165008545,75.0,0.143
522,28,4,10.747689247131348,58.333333333333336,0.143
523,28,4,3.718852996826172,100.0,0.143
524,28,0,8.67962646484375,96.42857142857143,0.0
525,28,4,5.299695014953613,91.66666666666666,0.143
526,28,4,7.474842548370361,79.16666666666666,0.143
527,28,4,9.87756633758545,54.166666666666664,0.143
528,28,4,6.840919494628906,79.16666666666666,0.143
529,28,4,8.571561813354492,70.83333333333334,0.143
530,28,0,18.35970115661621,85.71428571428571,0.0
531,28,4,7.876233100891113,66.66666666666666,0.143
532,28,4,5.365810871124268,87.5,0.143
533,28,4,5.901693820953369,79.16666666666666,0.143
534,28,4,16.875791549682617,41.66666666666667,0.143
535,28,4,7.594121932983398,79.16666666666666,0.143
536,28,4,7.9496049880981445,87.5,0.143
537,28,4,8.92982292175293,58.333333333333336,0.143
538,28,4,6.48711633682251,87.5,0.143
539,28,4,5.989117622375488,79.16666666666666,0.143
540,28,4,12.786086082458496,66.66666666666666,0.143
541,28,4,9.258264541625977,70.83333333333334,0.143
542,28,4,7.9388813972473145,70.83333333333334,0.143
543,28,4,9.260160446166992,79.16666666666666,0.143
544,28,4,6.239080905914307,87.5,0.143
545,28,4,5.898880958557129,91.66666666666666,0.143
546,28,4,9.025595664978027,50.0,0.143
547,28,4,9.121336936950684,66.66666666666666,0.143
548,28,4,11.505847930908203,58.333333333333336,0.143
549,28,4,7.102820873260498,79.16666666666666,0.143
550,28,4,14.220484733581543,37.5,0.143
551,28,4,8.150819778442383,83.33333333333334,0.143
552,28,4,9.416178703308105,79.16666666666666,0.143
553,28,4,7.417953014373779,100.0,0.143
554,28,4,10.835715293884277,66.66666666666666,0.143
555,28,4,7.832049369812012,79.16666666666666,0.143
556,28,4,7.157021522521973,79.16666666666666,0.143
557,28,4,10.010043144226074,75.0,0.143
558,28,4,8.387649536132812,70.83333333333334,0.143
559,28,4,7.656919956207275,91.66666666666666,0.143
560,28,4,8.766942977905273,79.16666666666666,0.143
561,28,4,9.587360382080078,62.5,0.143
562,28,0,5.844563007354736,85.71428571428571,0.0
563,28,4,15.758092880249023,58.333333333333336,0.143
