magaza,tarih,karar,onerilen_aksiyon,fire_gun_karsiligi,fire_riski_birim,stoksuz_p90_bugun,aciliyet,onay_gerekli_mi,magaza_kapali,miktar,indirim_orani,fire_gercek,stoksuz_gercek
3,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,261,0.0,0.0,0.0
3,2015-07-21,bekle,,0.0,0.0,50.9,yuksek,False,False,0,0.0,0.0,12.499579029157758
3,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,225,0.0,0.0,0.0
3,2015-07-23,bekle,,0.0,0.0,49.4,yuksek,False,False,0,0.0,0.0,17.01276659220457
3,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
3,2015-07-25,siparis_ver,,0.0,0.0,44.5,yuksek,False,False,430,0.0,0.0,0.0
3,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,398,0.0,0.0,0.0
3,2015-07-28,bekle,,0.0,0.0,76.2,yuksek,False,False,0,0.0,0.0,0.0
3,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,199,0.0,0.0,0.0
3,2015-07-30,bekle,,0.0,0.0,77.6,yuksek,False,False,0,0.0,0.0,29.085724202916026
3,2015-07-31,bekle,,0.0,0.0,43.8,yuksek,False,False,0,0.0,0.0,8.632397506386042
4,2015-07-04,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
4,2015-07-06,insana_sor,indirim_uygula (%50 indirim) + siparis_ver (392 adet),1.01,237.5,0.0,kritik,True,False,0,0.0,224.27499280087653,0.0
4,2015-07-07,bekle,,0.0,0.0,231.3,kritik,False,False,0,0.0,0.0,203.17500302754343
4,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,453,0.0,0.0,0.0
4,2015-07-09,bekle,,0.0,0.0,69.5,yuksek,False,False,0,0.0,0.0,50.639459723606706
4,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
4,2015-07-11,siparis_ver,,0.0,0.0,69.2,yuksek,False,False,560,0.0,0.0,51.58135517127812
4,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,482,0.0,0.0,0.0
4,2015-07-14,bekle,,0.0,0.0,86.7,yuksek,False,False,0,0.0,0.0,86.77039537765086
4,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,458,0.0,0.0,0.0
4,2015-07-16,bekle,,0.0,0.0,75.6,yuksek,False,False,0,0.0,0.0,82.4750938527286
4,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
4,2015-07-18,siparis_ver,,0.0,0.0,71.3,yuksek,False,False,393,0.0,0.0,47.614216515794396
4,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,365,0.0,0.0,0.0
4,2015-07-21,bekle,,0.0,0.0,66.3,yuksek,False,False,0,0.0,0.0,93.81082267872989
4,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,404,0.0,0.0,0.0
4,2015-07-23,bekle,,0.0,0.0,63.2,yuksek,False,False,0,0.0,0.0,29.938293235376477
4,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
4,2015-07-25,siparis_ver,,0.0,0.0,64.6,yuksek,False,False,508,0.0,0.0,36.88229417055845
4,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,518,0.0,0.0,0.0
4,2015-07-28,bekle,,0.0,0.0,87.3,yuksek,False,False,0,0.0,0.0,44.23830168507993
4,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,268,0.0,0.0,0.0
4,2015-07-30,bekle,,0.0,0.0,106.7,yuksek,False,False,0,0.0,0.0,4.989058079198003
4,2015-07-31,bekle,,0.0,0.0,62.3,yuksek,False,False,0,0.0,0.0,81.4586538951844
5,2015-07-04,siparis_ver,,0.0,0.0,60.0,yuksek,True,False,205,0.0,0.0,34.400000834465025
5,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,202,0.0,0.0,0.0
5,2015-07-07,bekle,,0.0,0.0,41.6,yuksek,False,False,0,0.0,0.0,3.9909332916140556
5,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,155,0.0,0.0,0.0
5,2015-07-09,bekle,,0.0,0.0,43.2,yuksek,False,False,0,0.0,0.0,37.74135794304311
5,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
5,2015-07-11,siparis_ver,,0.0,0.0,31.5,yuksek,True,False,295,0.0,0.0,2.1241325866431
5,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,266,0.0,0.0,0.0
5,2015-07-14,bekle,,0.0,0.0,102.7,yuksek,False,False,0,0.0,0.0,43.887785816565156
5,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,169,0.0,0.0,0.0
5,2015-07-16,bekle,,0.0,0.0,51.2,yuksek,False,False,0,0.0,0.0,15.622752007097006
5,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
5,2015-07-18,siparis_ver,,0.0,0.0,35.0,yuksek,True,False,195,0.0,0.0,0.0
5,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,184,0.0,0.0,0.0
5,2015-07-21,bekle,,0.0,0.0,38.7,yuksek,False,False,0,0.0,0.0,4.116391444578767
5,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,139,0.0,0.0,0.0
5,2015-07-23,bekle,,0.0,0.0,38.4,yuksek,False,False,0,0.0,0.0,0.0
5,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
5,2015-07-25,siparis_ver,,0.0,0.0,29.0,yuksek,True,False,295,0.0,0.0,4.94823488034308
5,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,268,0.0,0.0,0.0
5,2015-07-28,bekle,,0.0,0.0,68.4,yuksek,False,False,0,0.0,0.0,33.21278565749526
5,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,132,0.0,0.0,0.0
5,2015-07-30,bekle,,0.0,0.0,58.3,yuksek,False,False,0,0.0,0.0,2.5538797713816166
5,2015-07-31,bekle,,0.0,0.0,32.6,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-04,siparis_ver,,0.0,0.0,45.3,yuksek,True,False,221,0.0,0.0,18.57500110976398
6,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,212,0.0,0.0,0.0
6,2015-07-07,bekle,,0.0,0.0,40.6,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,184,0.0,0.0,0.0
6,2015-07-09,bekle,,0.0,0.0,42.1,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
6,2015-07-11,siparis_ver,,0.0,0.0,35.5,yuksek,True,False,304,0.0,0.0,0.0
6,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,261,0.0,0.0,0.0
6,2015-07-14,bekle,,0.0,0.0,62.7,yuksek,False,False,0,0.0,0.0,10.69586650468409
6,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,189,0.0,0.0,0.0
6,2015-07-16,bekle,,0.0,0.0,49.0,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
6,2015-07-18,siparis_ver,,0.0,0.0,36.7,yuksek,True,False,203,0.0,0.0,0.0
6,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,189,0.0,0.0,0.0
6,2015-07-21,bekle,,0.0,0.0,39.2,yuksek,False,False,0,0.0,0.0,9.809989804401994
6,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,161,0.0,0.0,0.0
6,2015-07-23,bekle,,0.0,0.0,37.6,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
6,2015-07-25,siparis_ver,,0.0,0.0,36.8,yuksek,True,False,281,0.0,0.0,0.0
6,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,265,0.0,0.0,0.0
6,2015-07-28,bekle,,0.0,0.0,53.5,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,138,0.0,0.0,0.0
6,2015-07-30,bekle,,0.0,0.0,59.2,yuksek,False,False,0,0.0,0.0,0.0
6,2015-07-31,bekle,,0.0,0.0,33.0,yuksek,False,False,0,0.0,0.0,0.0
7,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,309,0.0,0.0,0.0
7,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,False,False,406,0.0,0.0,0.0
7,2015-07-07,bekle,,0.0,0.0,87.4,yuksek,False,False,0,0.0,0.0,67.15034924633801
7,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,379,0.0,0.0,0.0
7,2015-07-09,bekle,,0.0,0.0,86.3,yuksek,False,False,0,0.0,0.0,64.38322844356298
7,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
7,2015-07-11,siparis_ver,,0.0,0.0,78.9,yuksek,False,False,609,0.0,0.0,19.21603376418352
7,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,506,0.0,0.0,0.0
7,2015-07-14,bekle,,0.0,0.0,119.6,yuksek,False,False,0,0.0,0.0,29.98892553150654
7,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,396,0.0,0.0,0.0
7,2015-07-16,bekle,,0.0,0.0,94.5,yuksek,False,False,0,0.0,0.0,15.953401328995824
7,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
7,2015-07-18,siparis_ver,,0.0,0.0,80.3,yuksek,False,False,412,0.0,0.0,34.25772735476494
7,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,366,0.0,0.0,0.0
7,2015-07-21,bekle,,0.0,0.0,84.6,yuksek,False,False,0,0.0,0.0,71.52550768852234
7,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,326,0.0,0.0,0.0
7,2015-07-23,bekle,,0.0,0.0,76.6,yuksek,False,False,0,0.0,0.0,78.00512746721506
7,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
7,2015-07-25,siparis_ver,,0.0,0.0,69.5,yuksek,False,False,567,0.0,0.0,68.87211891449988
7,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,547,0.0,0.0,0.0
7,2015-07-28,bekle,,0.0,0.0,114.1,yuksek,False,False,0,0.0,0.0,113.08104041032493
7,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,267,0.0,0.0,0.0
7,2015-07-30,bekle,,0.0,0.0,133.6,yuksek,False,False,0,0.0,0.0,43.65896876528859
7,2015-07-31,bekle,,0.0,0.0,74.8,yuksek,False,False,0,0.0,0.0,116.15490683913231
8,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,224,0.0,0.0,0.0
8,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,False,False,270,0.0,0.0,0.0
8,2015-07-07,bekle,,0.0,0.0,57.8,yuksek,False,False,0,0.0,0.0,9.472813347354517
8,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,216,0.0,0.0,0.0
8,2015-07-09,bekle,,0.0,0.0,56.4,yuksek,False,False,0,0.0,0.0,2.827268473803997
8,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
8,2015-07-11,siparis_ver,,0.0,0.0,46.5,yuksek,False,False,401,0.0,0.0,28.539746683090925
8,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,366,0.0,0.0,0.0
8,2015-07-14,bekle,,0.0,0.0,133.9,yuksek,False,False,0,0.0,0.0,47.690753761678934
8,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,243,0.0,0.0,0.0
8,2015-07-16,bekle,,0.0,0.0,70.8,yuksek,False,False,0,0.0,0.0,52.19837049394846
8,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
8,2015-07-18,siparis_ver,,0.0,0.0,54.5,yuksek,False,False,266,0.0,0.0,20.84438564069569
8,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,243,0.0,0.0,0.0
8,2015-07-21,bekle,,0.0,0.0,49.9,yuksek,False,False,0,0.0,0.0,11.984586663544178
8,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,192,0.0,0.0,0.0
8,2015-07-23,bekle,,0.0,0.0,48.5,yuksek,False,False,0,0.0,0.0,34.95399888791144
8,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
8,2015-07-25,siparis_ver,,0.0,0.0,40.2,yuksek,False,False,398,0.0,0.0,13.669039921835065
8,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,355,0.0,0.0,0.0
8,2015-07-28,bekle,,0.0,0.0,78.9,yuksek,False,False,0,0.0,0.0,0.0
8,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,170,0.0,0.0,0.0
8,2015-07-30,bekle,,0.0,0.0,77.7,yuksek,False,False,0,0.0,0.0,19.741680214181542
8,2015-07-31,bekle,,0.0,0.0,44.0,yuksek,False,False,0,0.0,0.0,44.83267911337316
9,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,True,False,143,0.0,0.0,0.0
9,2015-07-06,bekle,,0.0,0.0,208.2,kritik,False,False,0,0.0,0.0,193.9500028900802
9,2015-07-07,bekle,,0.0,0.0,174.8,kritik,False,False,0,0.0,0.0,173.50000258535147
9,2015-07-08,siparis_ver,,0.0,0.0,169.2,kritik,True,False,244,0.0,0.0,140.52500209398568
9,2015-07-09,siparis_ver,,0.0,0.0,29.8,yuksek,True,False,202,0.0,0.0,13.835466818884015
9,2015-07-10,siparis_ver,,0.0,0.0,0.0,orta,True,False,188,0.0,0.0,0.0
9,2015-07-11,siparis_ver,,0.0,0.0,52.8,yuksek,True,False,181,0.0,0.0,0.0
9,2015-07-13,bekle,,0.0,0.0,50.7,yuksek,False,False,0,0.0,0.0,16.336423551663756
9,2015-07-14,bekle,,0.0,0.0,38.1,yuksek,False,False,0,0.0,0.0,0.0
9,2015-07-15,siparis_ver,,0.0,0.0,36.3,yuksek,True,False,158,0.0,0.0,0.0
9,2015-07-16,siparis_ver,,0.0,0.0,36.8,yuksek,True,False,143,0.0,0.0,6.028013460338116
9,2015-07-17,siparis_ver,,0.0,0.0,0.0,orta,True,False,138,0.0,0.0,0.0
9,2015-07-18,siparis_ver,,0.0,0.0,59.0,yuksek,True,False,136,0.0,0.0,0.0
9,2015-07-20,bekle,,0.0,0.0,32.0,yuksek,False,False,0,0.0,0.0,20.384566873311996
9,2015-07-21,bekle,,0.0,0.0,27.4,yuksek,False,False,0,0.0,0.0,3.7477927152067423
9,2015-07-22,siparis_ver,,0.0,0.0,27.3,yuksek,True,False,215,0.0,0.0,2.978252226486802
9,2015-07-23,siparis_ver,,0.0,0.0,27.2,yuksek,True,False,186,0.0,0.0,25.579949310049415
9,2015-07-24,siparis_ver,,0.0,0.0,0.0,orta,True,False,179,0.0,0.0,0.0
9,2015-07-25,siparis_ver,,0.0,0.0,47.3,yuksek,True,False,187,0.0,0.0,0.0
9,2015-07-27,bekle,,0.0,0.0,42.4,yuksek,False,False,0,0.0,0.0,50.99746490456164
9,2015-07-28,bekle,,0.0,0.0,37.3,yuksek,False,False,0,0.0,0.0,32.97072774730623
9,2015-07-29,bekle,,0.0,0.0,36.5,yuksek,False,False,0,0.0,0.0,15.563394010066986
9,2015-07-30,bekle,,0.0,0.0,41.3,yuksek,False,False,0,0.0,0.0,1.306118531152606
9,2015-07-31,bekle,,0.0,0.0,43.5,yuksek,False,False,0,0.0,0.0,16.963717790320516
10,2015-07-04,siparis_ver,,0.0,0.0,49.8,yuksek,True,False,266,0.0,0.0,24.500001907348633
10,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,243,0.0,0.0,0.0
10,2015-07-07,bekle,,0.0,0.0,35.5,yuksek,False,False,0,0.0,0.0,24.398862970992923
10,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,247,0.0,0.0,0.0
10,2015-07-09,bekle,,0.0,0.0,34.6,yuksek,False,False,0,0.0,0.0,0.08825130760669708
10,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
10,2015-07-11,siparis_ver,,0.0,0.0,32.2,yuksek,True,False,348,0.0,0.0,12.154074912890792
10,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,300,0.0,0.0,0.0
10,2015-07-14,bekle,,0.0,0.0,42.6,yuksek,False,False,0,0.0,0.0,8.720848813652992
10,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,261,0.0,0.0,0.0
10,2015-07-16,bekle,,0.0,0.0,37.5,yuksek,False,False,0,0.0,0.0,29.70429298467934
10,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
10,2015-07-18,siparis_ver,,0.0,0.0,34.2,yuksek,True,False,255,0.0,0.0,16.690751211717725
10,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,234,0.0,0.0,0.0
10,2015-07-21,bekle,,0.0,0.0,32.7,yuksek,False,False,0,0.0,0.0,60.09190837666392
10,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,235,0.0,0.0,0.0
10,2015-07-23,bekle,,0.0,0.0,30.5,yuksek,False,False,0,0.0,0.0,64.8554854132235
10,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
10,2015-07-25,siparis_ver,,0.0,0.0,31.7,yuksek,True,False,323,0.0,0.0,36.84204506315291
10,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,301,0.0,0.0,0.0
10,2015-07-28,bekle,,0.0,0.0,44.0,yuksek,False,False,0,0.0,0.0,11.179124847054482
10,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,151,0.0,0.0,0.0
10,2015-07-30,bekle,,0.0,0.0,44.4,yuksek,False,False,0,0.0,0.0,0.0
10,2015-07-31,bekle,,0.0,0.0,25.3,yuksek,False,False,0,0.0,0.0,23.441661475226283
11,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,343,0.0,0.0,0.0
11,2015-07-06,siparis_ver,,0.0,0.0,216.7,kritik,False,False,487,0.0,0.0,178.37500265799463
11,2015-07-07,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-08,bekle,,0.0,0.0,63.6,yuksek,False,False,0,0.0,0.0,0.0
11,2015-07-09,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-11,siparis_ver,,0.08,15.9,92.5,yuksek,False,False,428,0.0,8.967840543016791,0.0
11,2015-07-13,siparis_ver,,0.0,0.0,287.1,kritik,False,False,487,0.0,0.0,260.8500038869679
11,2015-07-14,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-15,bekle,,0.0,0.0,71.7,yuksek,False,False,0,0.0,0.0,45.55987644940615
11,2015-07-16,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-18,siparis_ver,,0.04,7.3,132.2,yuksek,False,False,306,0.0,0.0,54.15019116923213
11,2015-07-20,siparis_ver,,0.0,0.0,200.7,kritik,False,False,487,0.0,0.0,193.325002880767
11,2015-07-21,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-22,bekle,,0.0,0.0,56.4,yuksek,False,False,0,0.0,0.0,30.987584374845028
11,2015-07-23,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-25,siparis_ver,,0.27,53.7,17.6,yuksek,False,False,400,0.0,60.624810541048646,0.0
11,2015-07-27,siparis_ver,,0.0,0.0,252.4,kritik,False,False,464,0.0,0.0,219.90000327676535
11,2015-07-28,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-29,bekle,,0.0,0.0,83.4,yuksek,False,False,0,0.0,0.0,0.0
11,2015-07-30,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0,0.0,0.0
11,2015-07-31,bekle,,0.0,0.0,110.6,yuksek,False,False,0,0.0,0.0,0.0
12,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,True,False,149,0.0,0.0,0.0
