magaza,tarih,karar,onerilen_aksiyon,fire_gun_karsiligi,fire_riski_birim,stoksuz_p90_bugun,aciliyet,onay_gerekli_mi,magaza_kapali,miktar,indirim_orani
4,2015-07-07,bekle,,0.0,0.0,231.3,kritik,False,False,0,0.0
4,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,453,0.0
4,2015-07-09,bekle,,0.0,0.0,69.5,yuksek,False,False,0,0.0
4,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
4,2015-07-11,siparis_ver,,0.0,0.0,69.2,yuksek,False,False,560,0.0
4,2015-07-12,insana_sor,,0.06,14.7,0.0,kritik,True,True,0,0.0
4,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,482,0.0
4,2015-07-14,bekle,,0.0,0.0,86.7,yuksek,False,False,0,0.0
4,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,458,0.0
4,2015-07-16,bekle,,0.0,0.0,75.6,yuksek,False,False,0,0.0
4,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
4,2015-07-18,siparis_ver,,0.0,0.0,71.3,yuksek,False,False,393,0.0
4,2015-07-19,insana_sor,,0.06,15.1,0.0,kritik,True,True,0,0.0
4,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,365,0.0
4,2015-07-21,bekle,,0.0,0.0,66.3,yuksek,False,False,0,0.0
4,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,404,0.0
4,2015-07-23,bekle,,0.0,0.0,63.2,yuksek,False,False,0,0.0
4,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
4,2015-07-25,siparis_ver,,0.0,0.0,64.6,yuksek,False,False,508,0.0
4,2015-07-26,insana_sor,,0.06,13.4,0.0,kritik,True,True,0,0.0
4,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,518,0.0
4,2015-07-28,bekle,,0.0,0.0,87.3,yuksek,False,False,0,0.0
4,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,268,0.0
4,2015-07-30,bekle,,0.0,0.0,106.7,yuksek,False,False,0,0.0
4,2015-07-31,bekle,,0.0,0.0,62.3,yuksek,False,False,0,0.0
5,2015-07-04,siparis_ver,,0.0,0.0,60.0,yuksek,True,False,205,0.0
5,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
5,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,202,0.0
5,2015-07-07,bekle,,0.0,0.0,41.6,yuksek,False,False,0,0.0
5,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,155,0.0
5,2015-07-09,bekle,,0.0,0.0,43.2,yuksek,False,False,0,0.0
5,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
5,2015-07-11,siparis_ver,,0.0,0.0,31.5,yuksek,True,False,295,0.0
5,2015-07-12,insana_sor,,0.07,8.0,0.0,kritik,True,True,0,0.0
5,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,266,0.0
5,2015-07-14,bekle,,0.0,0.0,102.7,yuksek,False,False,0,0.0
5,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,169,0.0
5,2015-07-16,bekle,,0.0,0.0,51.2,yuksek,False,False,0,0.0
5,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
5,2015-07-18,siparis_ver,,0.0,0.0,35.0,yuksek,True,False,195,0.0
5,2015-07-19,insana_sor,,0.08,8.8,0.0,kritik,True,True,0,0.0
5,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,184,0.0
5,2015-07-21,bekle,,0.0,0.0,38.7,yuksek,False,False,0,0.0
5,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,139,0.0
5,2015-07-23,bekle,,0.0,0.0,38.4,yuksek,False,False,0,0.0
5,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
5,2015-07-25,siparis_ver,,0.0,0.0,29.0,yuksek,True,False,295,0.0
5,2015-07-26,insana_sor,,0.07,7.4,0.0,kritik,True,True,0,0.0
5,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,268,0.0
5,2015-07-28,bekle,,0.0,0.0,68.4,yuksek,False,False,0,0.0
5,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,132,0.0
5,2015-07-30,bekle,,0.0,0.0,58.3,yuksek,False,False,0,0.0
5,2015-07-31,bekle,,0.0,0.0,32.6,yuksek,False,False,0,0.0
6,2015-07-04,siparis_ver,,0.0,0.0,45.3,yuksek,True,False,221,0.0
6,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
6,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,212,0.0
6,2015-07-07,bekle,,0.0,0.0,40.6,yuksek,False,False,0,0.0
6,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,184,0.0
6,2015-07-09,bekle,,0.0,0.0,42.1,yuksek,False,False,0,0.0
6,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
6,2015-07-11,siparis_ver,,0.0,0.0,35.5,yuksek,True,False,304,0.0
6,2015-07-12,insana_sor,,0.07,8.7,0.0,kritik,True,True,0,0.0
6,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,261,0.0
6,2015-07-14,bekle,,0.0,0.0,62.7,yuksek,False,False,0,0.0
6,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,189,0.0
6,2015-07-16,bekle,,0.0,0.0,49.0,yuksek,False,False,0,0.0
6,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
6,2015-07-18,siparis_ver,,0.0,0.0,36.7,yuksek,True,False,203,0.0
6,2015-07-19,insana_sor,,0.07,9.4,0.0,kritik,True,True,0,0.0
6,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,189,0.0
6,2015-07-21,bekle,,0.0,0.0,39.2,yuksek,False,False,0,0.0
6,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,161,0.0
6,2015-07-23,bekle,,0.0,0.0,37.6,yuksek,False,False,0,0.0
6,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
6,2015-07-25,siparis_ver,,0.0,0.0,36.8,yuksek,True,False,281,0.0
6,2015-07-26,insana_sor,,0.07,8.8,0.0,kritik,True,True,0,0.0
6,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,265,0.0
6,2015-07-28,bekle,,0.0,0.0,53.5,yuksek,False,False,0,0.0
6,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,138,0.0
6,2015-07-30,bekle,,0.0,0.0,59.2,yuksek,False,False,0,0.0
6,2015-07-31,bekle,,0.0,0.0,33.0,yuksek,False,False,0,0.0
7,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,309,0.0
7,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
7,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,False,False,406,0.0
7,2015-07-07,bekle,,0.0,0.0,87.4,yuksek,False,False,0,0.0
7,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,379,0.0
7,2015-07-09,bekle,,0.0,0.0,86.3,yuksek,False,False,0,0.0
7,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
7,2015-07-11,siparis_ver,,0.0,0.0,78.9,yuksek,False,False,609,0.0
7,2015-07-12,insana_sor,,0.08,17.6,0.0,kritik,True,True,0,0.0
7,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,506,0.0
7,2015-07-14,bekle,,0.0,0.0,119.6,yuksek,False,False,0,0.0
7,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,396,0.0
7,2015-07-16,bekle,,0.0,0.0,94.5,yuksek,False,False,0,0.0
7,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
7,2015-07-18,siparis_ver,,0.0,0.0,80.3,yuksek,False,False,412,0.0
7,2015-07-19,insana_sor,,0.08,17.8,0.0,kritik,True,True,0,0.0
7,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,366,0.0
7,2015-07-21,bekle,,0.0,0.0,84.6,yuksek,False,False,0,0.0
7,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,326,0.0
7,2015-07-23,bekle,,0.0,0.0,76.6,yuksek,False,False,0,0.0
7,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
7,2015-07-25,siparis_ver,,0.0,0.0,69.5,yuksek,False,False,567,0.0
7,2015-07-26,insana_sor,,0.07,15.3,0.0,kritik,True,True,0,0.0
7,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,547,0.0
7,2015-07-28,bekle,,0.0,0.0,114.1,yuksek,False,False,0,0.0
7,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,267,0.0
7,2015-07-30,bekle,,0.0,0.0,133.6,yuksek,False,False,0,0.0
7,2015-07-31,bekle,,0.0,0.0,74.8,yuksek,False,False,0,0.0
8,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,224,0.0
8,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
8,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,False,False,270,0.0
8,2015-07-07,bekle,,0.0,0.0,57.8,yuksek,False,False,0,0.0
8,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,216,0.0
8,2015-07-09,bekle,,0.0,0.0,56.4,yuksek,False,False,0,0.0
8,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
8,2015-07-11,siparis_ver,,0.0,0.0,46.5,yuksek,False,False,401,0.0
8,2015-07-12,insana_sor,,0.09,11.7,0.0,kritik,True,True,0,0.0
8,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,366,0.0
8,2015-07-14,bekle,,0.0,0.0,133.9,yuksek,False,False,0,0.0
8,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,243,0.0
8,2015-07-16,bekle,,0.0,0.0,70.8,yuksek,False,False,0,0.0
8,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
8,2015-07-18,siparis_ver,,0.0,0.0,54.5,yuksek,False,False,266,0.0
8,2015-07-19,insana_sor,,0.1,12.4,0.0,kritik,True,True,0,0.0
8,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,243,0.0
8,2015-07-21,bekle,,0.0,0.0,49.9,yuksek,False,False,0,0.0
8,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,192,0.0
8,2015-07-23,bekle,,0.0,0.0,48.5,yuksek,False,False,0,0.0
8,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
8,2015-07-25,siparis_ver,,0.0,0.0,40.2,yuksek,False,False,398,0.0
8,2015-07-26,insana_sor,,0.08,10.2,0.0,kritik,True,True,0,0.0
8,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,355,0.0
8,2015-07-28,bekle,,0.0,0.0,78.9,yuksek,False,False,0,0.0
8,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,170,0.0
8,2015-07-30,bekle,,0.0,0.0,77.7,yuksek,False,False,0,0.0
8,2015-07-31,bekle,,0.0,0.0,44.0,yuksek,False,False,0,0.0
9,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,True,False,143,0.0
9,2015-07-05,insana_sor,,0.68,107.4,0.0,kritik,True,True,0,0.0
9,2015-07-06,bekle,,0.0,0.0,208.2,kritik,False,False,0,0.0
9,2015-07-07,bekle,,0.0,0.0,174.8,kritik,False,False,0,0.0
9,2015-07-08,siparis_ver,,0.0,0.0,169.2,kritik,True,False,244,0.0
9,2015-07-09,siparis_ver,,0.0,0.0,29.8,yuksek,True,False,202,0.0
9,2015-07-10,siparis_ver,,0.0,0.0,0.0,orta,True,False,188,0.0
9,2015-07-11,siparis_ver,,0.0,0.0,52.8,yuksek,True,False,181,0.0
9,2015-07-12,insana_sor,,0.06,10.0,0.0,kritik,True,True,0,0.0
9,2015-07-13,bekle,,0.0,0.0,50.7,yuksek,False,False,0,0.0
9,2015-07-14,bekle,,0.0,0.0,38.1,yuksek,False,False,0,0.0
9,2015-07-15,siparis_ver,,0.0,0.0,36.3,yuksek,True,False,158,0.0
9,2015-07-16,siparis_ver,,0.0,0.0,36.8,yuksek,True,False,143,0.0
9,2015-07-17,siparis_ver,,0.0,0.0,0.0,orta,True,False,138,0.0
9,2015-07-18,siparis_ver,,0.0,0.0,59.0,yuksek,True,False,136,0.0
9,2015-07-19,insana_sor,,0.12,19.0,0.0,kritik,True,True,0,0.0
9,2015-07-20,bekle,,0.0,0.0,32.0,yuksek,False,False,0,0.0
9,2015-07-21,bekle,,0.0,0.0,27.4,yuksek,False,False,0,0.0
9,2015-07-22,siparis_ver,,0.0,0.0,27.3,yuksek,True,False,215,0.0
9,2015-07-23,siparis_ver,,0.0,0.0,27.2,yuksek,True,False,186,0.0
9,2015-07-24,siparis_ver,,0.0,0.0,0.0,orta,True,False,179,0.0
9,2015-07-25,siparis_ver,,0.0,0.0,47.3,yuksek,True,False,187,0.0
9,2015-07-26,insana_sor,,0.04,6.2,0.0,kritik,True,True,0,0.0
9,2015-07-27,bekle,,0.0,0.0,42.4,yuksek,False,False,0,0.0
9,2015-07-28,bekle,,0.0,0.0,37.3,yuksek,False,False,0,0.0
9,2015-07-29,bekle,,0.0,0.0,36.5,yuksek,False,False,0,0.0
9,2015-07-30,bekle,,0.0,0.0,41.3,yuksek,False,False,0,0.0
9,2015-07-31,bekle,,0.0,0.0,43.5,yuksek,False,False,0,0.0
10,2015-07-04,siparis_ver,,0.0,0.0,49.8,yuksek,True,False,266,0.0
10,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
10,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,243,0.0
10,2015-07-07,bekle,,0.0,0.0,35.5,yuksek,False,False,0,0.0
10,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,247,0.0
10,2015-07-09,bekle,,0.0,0.0,34.6,yuksek,False,False,0,0.0
10,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
10,2015-07-11,siparis_ver,,0.0,0.0,32.2,yuksek,True,False,348,0.0
10,2015-07-12,insana_sor,,0.06,7.7,0.0,kritik,True,True,0,0.0
10,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,300,0.0
10,2015-07-14,bekle,,0.0,0.0,42.6,yuksek,False,False,0,0.0
10,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,261,0.0
10,2015-07-16,bekle,,0.0,0.0,37.5,yuksek,False,False,0,0.0
10,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
10,2015-07-18,siparis_ver,,0.0,0.0,34.2,yuksek,True,False,255,0.0
10,2015-07-19,insana_sor,,0.06,7.7,0.0,kritik,True,True,0,0.0
10,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,234,0.0
10,2015-07-21,bekle,,0.0,0.0,32.7,yuksek,False,False,0,0.0
10,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,235,0.0
10,2015-07-23,bekle,,0.0,0.0,30.5,yuksek,False,False,0,0.0
10,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
10,2015-07-25,siparis_ver,,0.0,0.0,31.7,yuksek,True,False,323,0.0
10,2015-07-26,insana_sor,,0.05,6.9,0.0,kritik,True,True,0,0.0
10,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,301,0.0
10,2015-07-28,bekle,,0.0,0.0,44.0,yuksek,False,False,0,0.0
10,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,151,0.0
10,2015-07-30,bekle,,0.0,0.0,44.4,yuksek,False,False,0,0.0
10,2015-07-31,bekle,,0.0,0.0,25.3,yuksek,False,False,0,0.0
11,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,343,0.0
11,2015-07-05,insana_sor,,0.43,84.7,0.0,kritik,True,True,0,0.0
11,2015-07-06,siparis_ver,,0.0,0.0,216.7,kritik,False,False,487,0.0
11,2015-07-07,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-08,bekle,,0.0,0.0,63.6,yuksek,False,False,0,0.0
11,2015-07-09,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-11,siparis_ver,,0.08,15.9,92.5,yuksek,False,False,428,0.0
11,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
11,2015-07-13,siparis_ver,,0.0,0.0,287.1,kritik,False,False,487,0.0
11,2015-07-14,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-15,bekle,,0.0,0.0,71.7,yuksek,False,False,0,0.0
11,2015-07-16,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-18,siparis_ver,,0.04,7.3,132.2,yuksek,False,False,306,0.0
11,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
11,2015-07-20,siparis_ver,,0.0,0.0,200.7,kritik,False,False,487,0.0
11,2015-07-21,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-22,bekle,,0.0,0.0,56.4,yuksek,False,False,0,0.0
11,2015-07-23,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-25,siparis_ver,,0.27,53.7,17.6,yuksek,False,False,400,0.0
11,2015-07-26,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
11,2015-07-27,siparis_ver,,0.0,0.0,252.4,kritik,False,False,464,0.0
11,2015-07-28,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-29,bekle,,0.0,0.0,83.4,yuksek,False,False,0,0.0
11,2015-07-30,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
11,2015-07-31,bekle,,0.0,0.0,110.6,yuksek,False,False,0,0.0
12,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,True,False,149,0.0
12,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
12,2015-07-06,indirim_uygula,,0.47,86.2,0.0,kritik,True,False,0,0.5
12,2015-07-07,bekle,,0.0,0.0,176.9,kritik,False,False,0,0.0
12,2015-07-08,siparis_ver,,0.0,0.0,178.1,kritik,True,False,270,0.0
12,2015-07-09,siparis_ver,,0.0,0.0,29.2,yuksek,True,False,232,0.0
12,2015-07-10,siparis_ver,,0.0,0.0,0.0,orta,True,False,214,0.0
12,2015-07-11,siparis_ver,,0.0,0.0,47.7,yuksek,True,False,202,0.0
12,2015-07-12,insana_sor,,0.05,8.6,0.0,kritik,True,True,0,0.0
12,2015-07-13,bekle,,0.0,0.0,46.9,yuksek,False,False,0,0.0
12,2015-07-14,bekle,,0.0,0.0,39.2,yuksek,False,False,0,0.0
12,2015-07-15,siparis_ver,,0.0,0.0,36.0,yuksek,True,False,148,0.0
12,2015-07-16,siparis_ver,,0.0,0.0,34.2,yuksek,True,False,137,0.0
12,2015-07-17,siparis_ver,,0.0,0.0,0.0,orta,True,False,134,0.0
12,2015-07-18,siparis_ver,,0.0,0.0,52.3,yuksek,True,False,133,0.0
12,2015-07-19,insana_sor,,0.1,19.1,0.0,kritik,True,True,0,0.0
12,2015-07-20,bekle,,0.0,0.0,27.5,yuksek,False,False,0,0.0
12,2015-07-21,bekle,,0.0,0.0,24.5,yuksek,False,False,0,0.0
12,2015-07-22,siparis_ver,,0.0,0.0,25.6,yuksek,True,False,239,0.0
12,2015-07-23,siparis_ver,,0.0,0.0,25.0,yuksek,True,False,204,0.0
