magaza,tarih,agent,aciliyet,miktar,indirim_orani,net_etki_eur,onay_gerekli,magaza_kapali,smape,kapsama,smape_test,onerilen_aksiyon,acik,pol_acilis,pol_fire,pol_fire_eur,pol_stoksuz,pol_kacan_kar,talep_p90,stoksuz_p90,kacan_kar_p90,dejenere,_tukendi,_kacan,referans,risk_eur
2,2015-07-25,siparis_ver,kritik,307,0.0,614.0,True,False,9.89,66.4,9.59,,1,56.5,0.0,0.0,8.0,16.015274047851562,74.8,29.8,59.65370178222656,False,True,59.65370178222656,siparis_ver,59.65370178222656
2,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,9.89,66.4,9.59,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
2,2015-07-27,siparis_ver,kritik,281,0.0,562.0,True,False,9.89,66.4,9.59,,1,307.4,0.0,0.0,0.0,0.0,190.4,0.0,0.0,False,False,0.0,bekle,0.0
2,2015-07-28,siparis_ver,kritik,90,0.0,180.0,True,False,9.89,66.4,9.59,,1,138.0,0.0,0.0,13.8,27.637664794921875,170.1,53.1,106.18072509765625,False,True,106.18072509765625,siparis_ver,106.18072509765625
2,2015-07-29,siparis_ver,kritik,135,0.0,270.0,True,False,9.89,66.4,9.59,,1,280.9,0.0,0.0,0.0,0.0,163.6,0.0,0.0,False,False,0.0,bekle,0.0
2,2015-07-30,siparis_ver,kritik,87,0.0,174.0,True,False,9.89,66.4,9.59,,1,135.6,0.0,0.0,13.1,26.1217041015625,169.2,51.9,103.775390625,False,True,103.775390625,siparis_ver,103.775390625
2,2015-07-31,siparis_ver,kritik,81,0.0,162.0,True,False,9.89,66.4,9.59,,1,135.1,0.0,0.0,9.2,18.4818115234375,163.8,28.7,57.4736328125,False,True,57.4736328125,siparis_ver,57.4736328125
3,2015-07-04,bekle,dusuk,0,0.0,0.0,False,False,7.12,83.5,6.04,,1,439.5,0.0,0.0,0.0,0.0,145.8,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,7.12,83.5,6.04,,0,317.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-06,indirim_uygula,kritik,0,0.5,464.7,True,False,7.12,83.5,6.04,,1,317.9,154.9,929.1595001220703,0.0,0.0,184.7,0.0,0.0,False,False,0.0,indirim_uygula,929.1595001220703
3,2015-07-07,siparis_ver,kritik,219,0.0,438.0,False,False,7.12,83.5,6.04,,1,0.0,0.0,0.0,146.2,292.4508972167969,165.9,164.7,329.4794006347656,False,True,329.4794006347656,siparis_ver,329.4794006347656
3,2015-07-08,siparis_ver,kritik,250,0.0,500.0,False,False,7.12,83.5,6.04,,1,283.1,0.0,0.0,0.0,0.0,167.4,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-09,siparis_ver,kritik,91,0.0,182.0,False,False,7.12,83.5,6.04,,1,136.8,0.0,0.0,15.0,30.088165283203125,172.3,56.6,113.10525512695312,False,True,113.10525512695312,siparis_ver,113.10525512695312
3,2015-07-10,siparis_ver,kritik,0,0.0,0.0,False,False,7.12,83.5,6.04,,1,250.5,0.0,0.0,0.0,0.0,172.3,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-11,siparis_ver,kritik,437,0.0,874.0,False,False,7.12,83.5,6.04,,1,96.1,0.0,0.0,12.2,24.347824096679688,123.4,45.2,90.31193542480469,False,True,90.31193542480469,siparis_ver,90.31193542480469
3,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,7.12,83.5,6.04,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-13,siparis_ver,kritik,395,0.0,790.0,False,False,7.12,83.5,6.04,,1,436.6,0.0,0.0,0.0,0.0,306.2,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-14,siparis_ver,kritik,181,0.0,362.0,False,False,7.12,83.5,6.04,,1,164.5,0.0,0.0,65.8,131.52236938476562,257.4,127.0,253.971923828125,False,True,253.971923828125,siparis_ver,253.971923828125
3,2015-07-15,siparis_ver,kritik,276,0.0,552.0,False,False,7.12,83.5,6.04,,1,394.7,0.0,0.0,0.0,0.0,235.8,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-16,siparis_ver,kritik,118,0.0,236.0,False,False,7.12,83.5,6.04,,1,183.7,0.0,0.0,17.2,34.3875732421875,225.3,66.3,132.5655517578125,False,True,132.5655517578125,siparis_ver,132.5655517578125
3,2015-07-17,siparis_ver,kritik,10,0.0,20.0,False,False,7.12,83.5,6.04,,1,276.2,0.0,0.0,0.0,0.0,212.9,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-18,siparis_ver,kritik,275,0.0,550.0,False,False,7.12,83.5,6.04,,1,85.4,0.0,0.0,13.6,27.161453247070312,114.5,51.1,102.2998046875,False,True,102.2998046875,siparis_ver,102.2998046875
3,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,7.12,83.5,6.04,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-20,siparis_ver,kritik,261,0.0,522.0,False,False,7.12,83.5,6.04,,1,275.3,0.0,0.0,0.0,0.0,167.5,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-21,siparis_ver,kritik,84,0.0,168.0,False,False,7.12,83.5,6.04,,1,126.9,0.0,0.0,13.5,27.031219482421875,158.7,50.9,101.868408203125,False,True,101.868408203125,siparis_ver,101.868408203125
3,2015-07-22,siparis_ver,kritik,225,0.0,450.0,False,False,7.12,83.5,6.04,,1,260.9,0.0,0.0,0.0,0.0,155.9,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-23,siparis_ver,kritik,81,0.0,162.0,False,False,7.12,83.5,6.04,,1,123.9,0.0,0.0,12.7,25.32861328125,154.4,49.4,98.81637573242188,False,True,98.81637573242188,siparis_ver,98.81637573242188
3,2015-07-24,siparis_ver,kritik,0,0.0,0.0,False,False,7.12,83.5,6.04,,1,224.6,0.0,0.0,0.0,0.0,152.2,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-25,siparis_ver,kritik,430,0.0,860.0,False,False,7.12,83.5,6.04,,1,89.1,0.0,0.0,11.5,22.97406005859375,116.9,44.5,89.01264953613281,False,True,89.01264953613281,siparis_ver,89.01264953613281
3,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,7.12,83.5,6.04,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-27,siparis_ver,kritik,398,0.0,796.0,False,False,7.12,83.5,6.04,,1,430.2,0.0,0.0,0.0,0.0,271.5,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-28,siparis_ver,kritik,124,0.0,248.0,False,False,7.12,83.5,6.04,,1,189.3,0.0,0.0,19.7,39.419891357421875,234.9,76.2,152.38656616210938,False,True,152.38656616210938,siparis_ver,152.38656616210938
3,2015-07-29,siparis_ver,kritik,199,0.0,398.0,False,False,7.12,83.5,6.04,,1,398.2,0.0,0.0,0.0,0.0,231.8,0.0,0.0,False,False,0.0,bekle,0.0
3,2015-07-30,siparis_ver,kritik,126,0.0,252.0,False,False,7.12,83.5,6.04,,1,193.9,0.0,0.0,19.4,38.807769775390625,244.0,77.6,155.27713012695312,False,True,155.27713012695312,siparis_ver,155.27713012695312
3,2015-07-31,siparis_ver,kritik,121,0.0,242.0,False,False,7.12,83.5,6.04,,1,199.2,0.0,0.0,14.1,28.19061279296875,243.0,43.8,87.56353759765625,False,True,87.56353759765625,siparis_ver,87.56353759765625
4,2015-07-04,bekle,dusuk,0,0.0,0.0,False,False,5.93,91.6,8.12,,1,707.4,0.0,0.0,0.0,0.0,277.4,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,5.93,91.6,8.12,,0,464.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-06,indirim_uygula,kritik,0,0.5,718.8,True,False,5.93,91.6,8.12,,1,464.7,239.6,1437.52646484375,0.0,0.0,252.5,0.0,0.0,False,False,0.0,indirim_uygula,1437.52646484375
4,2015-07-07,siparis_ver,kritik,310,0.0,620.0,False,False,5.93,91.6,8.12,,1,0.0,0.0,0.0,206.6,413.2299499511719,231.3,231.3,462.61309814453125,False,True,462.61309814453125,siparis_ver,462.61309814453125
4,2015-07-08,siparis_ver,kritik,453,0.0,906.0,False,False,5.93,91.6,8.12,,1,392.2,0.0,0.0,0.0,0.0,230.7,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-09,siparis_ver,kritik,120,0.0,240.0,False,False,5.93,91.6,8.12,,1,187.6,0.0,0.0,17.6,35.140625,231.0,69.5,139.01095581054688,False,True,139.01095581054688,siparis_ver,139.01095581054688
4,2015-07-10,siparis_ver,kritik,0,0.0,0.0,False,False,5.93,91.6,8.12,,1,452.7,0.0,0.0,0.0,0.0,239.2,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-11,siparis_ver,kritik,560,0.0,1120.0,False,False,5.93,91.6,8.12,,1,237.7,0.0,0.0,18.0,36.09771728515625,282.8,69.2,138.47842407226562,False,True,138.47842407226562,siparis_ver,138.47842407226562
4,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,5.93,91.6,8.12,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-13,siparis_ver,kritik,482,0.0,964.0,False,False,5.93,91.6,8.12,,1,559.9,0.0,0.0,0.0,0.0,350.4,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-14,siparis_ver,kritik,156,0.0,312.0,False,False,5.93,91.6,8.12,,1,244.5,0.0,0.0,22.4,44.8978271484375,296.2,86.7,173.4510498046875,False,True,173.4510498046875,siparis_ver,173.4510498046875
4,2015-07-15,siparis_ver,kritik,458,0.0,916.0,False,False,5.93,91.6,8.12,,1,481.5,0.0,0.0,0.0,0.0,282.7,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-16,siparis_ver,kritik,142,0.0,284.0,False,False,5.93,91.6,8.12,,1,226.2,0.0,0.0,19.2,38.480712890625,274.4,75.6,151.25091552734375,False,True,151.25091552734375,siparis_ver,151.25091552734375
4,2015-07-17,siparis_ver,kritik,0,0.0,0.0,False,False,5.93,91.6,8.12,,1,457.8,0.0,0.0,0.0,0.0,273.0,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-18,siparis_ver,kritik,393,0.0,786.0,False,False,5.93,91.6,8.12,,1,213.2,0.0,0.0,18.3,36.585845947265625,256.1,71.3,142.60888671875,False,True,142.60888671875,siparis_ver,142.60888671875
4,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,5.93,91.6,8.12,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-20,siparis_ver,kritik,365,0.0,730.0,False,False,5.93,91.6,8.12,,1,392.7,0.0,0.0,0.0,0.0,240.5,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-21,siparis_ver,kritik,115,0.0,230.0,False,False,5.93,91.6,8.12,,1,178.1,0.0,0.0,17.1,34.2550048828125,218.4,66.3,132.60433959960938,False,True,132.60433959960938,siparis_ver,132.60433959960938
4,2015-07-22,siparis_ver,kritik,404,0.0,808.0,False,False,5.93,91.6,8.12,,1,364.8,0.0,0.0,0.0,0.0,215.1,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-23,siparis_ver,kritik,110,0.0,220.0,False,False,5.93,91.6,8.12,,1,173.3,0.0,0.0,16.0,31.9005126953125,212.9,63.2,126.43441772460938,False,True,126.43441772460938,siparis_ver,126.43441772460938
4,2015-07-24,siparis_ver,kritik,0,0.0,0.0,False,False,5.93,91.6,8.12,,1,404.2,0.0,0.0,0.0,0.0,220.1,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-25,siparis_ver,kritik,508,0.0,1016.0,False,False,5.93,91.6,8.12,,1,207.4,0.0,0.0,16.7,33.481658935546875,248.7,64.6,129.2418212890625,False,True,129.2418212890625,siparis_ver,129.2418212890625
4,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,5.93,91.6,8.12,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-27,siparis_ver,kritik,518,0.0,1036.0,False,False,5.93,91.6,8.12,,1,507.9,0.0,0.0,0.0,0.0,315.8,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-28,siparis_ver,kritik,146,0.0,292.0,False,False,5.93,91.6,8.12,,1,226.1,0.0,0.0,21.8,43.68157958984375,279.5,87.3,174.63739013671875,False,True,174.63739013671875,siparis_ver,174.63739013671875
4,2015-07-29,siparis_ver,kritik,268,0.0,536.0,False,False,5.93,91.6,8.12,,1,517.5,0.0,0.0,0.0,0.0,304.1,0.0,0.0,False,False,0.0,bekle,0.0
4,2015-07-30,siparis_ver,kritik,166,0.0,332.0,False,False,5.93,91.6,8.12,,1,252.5,0.0,0.0,26.4,52.70526123046875,320.1,106.7,213.36871337890625,False,True,213.36871337890625,siparis_ver,213.36871337890625
4,2015-07-31,siparis_ver,kritik,164,0.0,328.0,False,False,5.93,91.6,8.12,,1,268.4,0.0,0.0,19.9,39.80828857421875,330.7,62.3,124.6556396484375,False,True,124.6556396484375,siparis_ver,124.6556396484375
5,2015-07-04,siparis_ver,yuksek,205,0.0,410.0,True,False,6.61,91.6,7.59,,1,21.6,0.0,0.0,42.7,85.32435302734375,81.6,60.0,119.91669921875,False,True,119.91669921875,siparis_ver,119.91669921875
5,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,6.61,91.6,7.59,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-06,siparis_ver,kritik,202,0.0,404.0,True,False,6.61,91.6,7.59,,1,205.1,0.0,0.0,0.0,0.0,125.8,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-07,siparis_ver,kritik,64,0.0,128.0,True,False,6.61,91.6,7.59,,1,95.1,0.0,0.0,10.9,21.729995727539062,120.9,41.6,83.26875305175781,False,True,83.26875305175781,siparis_ver,83.26875305175781
5,2015-07-08,siparis_ver,kritik,155,0.0,310.0,True,False,6.61,91.6,7.59,,1,202.0,0.0,0.0,0.0,0.0,123.1,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-09,siparis_ver,kritik,64,0.0,128.0,True,False,6.61,91.6,7.59,,1,95.1,0.0,0.0,11.2,22.4366455078125,122.1,43.2,86.46162414550781,False,True,86.46162414550781,siparis_ver,86.46162414550781
5,2015-07-10,siparis_ver,kritik,6,0.0,12.0,True,False,6.61,91.6,7.59,,1,154.8,0.0,0.0,0.0,0.0,121.0,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-11,siparis_ver,kritik,295,0.0,590.0,True,False,6.61,91.6,7.59,,1,47.2,0.0,0.0,8.5,16.96019744873047,65.3,31.5,63.02732849121094,False,True,63.02732849121094,siparis_ver,63.02732849121094
5,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,6.61,91.6,7.59,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-13,siparis_ver,kritik,266,0.0,532.0,True,False,6.61,91.6,7.59,,1,295.3,0.0,0.0,0.0,0.0,219.6,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-14,siparis_ver,kritik,135,0.0,270.0,True,False,6.61,91.6,7.59,,1,102.7,0.0,0.0,55.5,110.97854614257812,178.5,102.7,205.49661254882812,False,True,205.49661254882812,siparis_ver,205.49661254882812
5,2015-07-15,siparis_ver,kritik,169,0.0,338.0,True,False,6.61,91.6,7.59,,1,266.5,0.0,0.0,0.0,0.0,163.0,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-16,siparis_ver,kritik,81,0.0,162.0,True,False,6.61,91.6,7.59,,1,122.9,0.0,0.0,13.0,25.93914794921875,154.7,51.2,102.42251586914062,False,True,102.42251586914062,siparis_ver,102.42251586914062
5,2015-07-17,siparis_ver,kritik,26,0.0,52.0,True,False,6.61,91.6,7.59,,1,168.7,0.0,0.0,0.0,0.0,146.6,0.0,0.0,False,False,0.0,bekle,0.0
5,2015-07-18,siparis_ver,kritik,195,0.0,390.0,True,False,6.61,91.6,7.59,,1,38.7,0.0,0.0,9.5,18.90607452392578,57.1,35.0,69.9294662475586,False,True,69.9294662475586,siparis_ver,69.9294662475586
5,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,6.61,91.6,7.59,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
